"model_name","model_type","origin","set_number","set_number_variant","creature_name","creature_type_code","creature_subtype_code","creature_size","base_diameter_inches","num_owned"
"Tiefling Warlock","Wizkids Pre-painted","Icons of the Realms - Monster Menagerie 2",35,,"Tiefling",10,19,"medium",1,1
"Tortle","Wizkids Pre-painted","Icons of the Realms - Volo''s & Mordenkainen''s Foes",6,,"Tortle",10,13,"medium",1,3
"Tortle Druid","Wizkids Pre-painted","Icons of the Realms - Volo''s & Mordenkainen''s Foes",16,,"Tortle",10,13,"medium",1,1
"Trex the Winged Kobold","Wizkids Pre-painted","Icons of the Realms - Snowbound",40,,"Kobold",10,29,"small",0.75,1
"Triton Master of Waves","Wizkids Pre-painted","Icons of the Realms - Mythic Odysseys of Theros",22,,"Triton",10,41,"medium",1,1
"Veteran","Wizkids Pre-painted","Icons of the Realms - Waterdeep: Dungeon of the Mad Mage",3,,"Human",10,14,"medium",1,1
"Veteran Leader","Wizkids Pre-painted","Icons of the Realms - Waterdeep: Dungeon of the Mad Mage",14,,"Human",10,14,"medium",1,1
"Warforged","Wizkids Pre-painted","Icons of the Realms - Eberron: Rising from the Last War",14,,"Warforged",10,42,"medium",1,2
"Warforged","Wizkids Pre-painted","Icons of the Realms - Eberron: Rising from the Last War",1,,"Warforged",10,42,"medium",1,3
"Werebear","Wizkids Pre-painted","Icons of the Realms - Tomb of Annihilation",20,"A","Werebear",10,45,"medium",1,1
"Wereboar","Wizkids Pre-painted","Icons of the Realms - Monster Menagerie 3",22,"B","Wereboar",10,45,"medium",1,2
"Winter Eladrin","Wizkids Pre-painted","Icons of the Realms - Volo''s & Mordenkainen''s Foes",38,,"Eladrin",10,8,"medium",1,2
"Xardorok Sunblight","Wizkids Pre-painted","Icons of the Realms - Icewind Dale: Rime of the Frostmaiden",37,,"Duergar",10,6,"medium",1,1
"Yuan-ti Broodguard","Wizkids Pre-painted","Icons of the Realms - Tomb of Annihilation",24,,"Yuan-ti Broodguard",10,43,"medium",1,1
"Ziraj the Hunter","Wizkids Pre-painted","Icons of the Realms - Waterdeep: Dragon Heist",9,,"Half-orc",10,15,"medium",1,2
"Abominable Yeti","Wizkids Pre-painted","Icons of the Realms - Icewind Dale: Rime of the Frostmaiden",31,,"Yeti",11,,"huge",3,2
"Adult Remorhaz","Wizkids Pre-painted","Icons of the Realms - Waterdeep: Dungeon of the Mad Mage",42,,"Remorhaz",11,,"huge",3,1
"Androsphinx","Wizkids Pre-painted","Icons of the Realms - Monster Menagerie 2",43,,"Sphinx",11,80,"large",2,1
"Ankheg","Wizkids Pre-painted","Icons of the Realms - Eberron: Rising from the Last War",31,,"Ankheg",11,,"large",2,2
"Arasta of the Endless Web","Wizkids Pre-painted","Icons of the Realms - Mythic Odysseys of Theros",44,,"Arasta",11,80,"huge",3,1
"Banderhobb","Wizkids Pre-painted","Icons of the Realms - Volo''s & Mordenkainen''s Foes",25,,"Banderhobb",11,,"large",2,3
"Basilisk","Wizkids Pre-painted","Icons of the Realms - Mythic Odysseys of Theros",6,,"Basilisk",11,,"medium",1,5
"Behir","Wizkids Pre-painted","Icons of the Realms - Waterdeep: Dungeon of the Mad Mage",27,,"Behir",11,,"huge",3,1
"Bulette","Wizkids Pre-painted","Icons of the Realms - Monster Menagerie 1",32,,"Bulette",11,,"large",2,2
"Catoblepas","Wizkids Pre-painted","Icons of the Realms - Mythic Odysseys of Theros",30,,"Catoblepas",11,,"large",2,2
"Cave Fisher","Wizkids Pre-painted","Icons of the Realms - Volo''s & Mordenkainen''s Foes",10,,"Cave Fisher",11,,"medium",1,2
"Centaur","Wizkids Pre-painted","Icons of the Realms - Monster Menagerie 1",31,,"Centaur",11,80,"large",2,2
"Centaur Ranger","Wizkids Pre-painted","Icons of the Realms - Mythic Odysseys of Theros",17,,"Centaur",11,80,"medium",1,3
"Chango","Wizkids Pre-painted","Icons of the Realms - Arkhan the Cruel and the Dark Order",1,,"Manticore",11,80,"large",2,1
"Chimera","Wizkids Pre-painted","Icons of the Realms - Mythic Odysseys of Theros",28,,"Chimera",11,80,"large",2,3
"Chitine","Wizkids Pre-painted","Icons of the Realms - Volo''s & Mordenkainen''s Foes",4,,"Chitine",11,80,"small",0.75,1
"Choldrith","Wizkids Pre-painted","Icons of the Realms - Volo''s & Mordenkainen''s Foes",20,,"Choldrith",11,80,"medium",1,4
"Chromanticore","Wizkids Pre-painted","Icons of the Realms - Mythic Odysseys of Theros",39,,"Manticore",11,80,"large",2,2
"Crag Cat","Wizkids Pre-painted","Icons of the Realms - Icewind Dale: Rime of the Frostmaiden",25,,"Crag Cat",11,,"large",2,2
"Death Dog","Wizkids Pre-painted","Icons of the Realms - Monster Menagerie 3",9,,"Death Dog",11,,"medium",1,3
"Displacer Beast","Wizkids Pre-painted","Icons of the Realms - Monster Menagerie 1",25,,"Displacer Beast",11,,"large",2,1
"Doppleganger","Wizkids Pre-painted","Icons of the Realms - Tyranny of Dragons",15,,"Doppleganger",11,,"medium",1,1
"Fleecemane Lion","Wizkids Pre-painted","Icons of the Realms - Mythic Odysseys of Theros",26,,"Nyx Creature",11,,"large",2,2
"Girallon","Wizkids Pre-painted","Icons of the Realms - Tomb of Annihilation",31,,"Girallon",11,,"large",2,1
"Gorgon","Wizkids Unpainted","Nolzur''s Marvelous Miniatures",,,"Gorgon",11,,"large",2,1
"Gray Render","Wizkids Pre-painted","Icons of the Realms - Eberron: Rising from the Last War",27,,"Gray Render",11,,"large",2,3
"Grick","Wizkids Pre-painted","Icons of the Realms - Monster Menagerie 2",36,,"Grick",11,,"medium",1,3
"Griffon","Wizkids Pre-painted","Icons of the Realms - Mythic Odysseys of Theros",25,,"Griffon",11,80,"large",2,4
"Griffon","Wizkids Unpainted","Nolzur''s Marvelous Miniatures - Griffon",,,"Griffon",11,80,"large",2,1
"Griffon Cavalry","Wizkids Pre-painted","Icons of the Realms - Waterdeep: Dragon Heist",42,,"Griffon",11,80,"large",2,1
"Griffon Hatchling","Wizkids Pre-painted","Icons of the Realms - Snowbound",8,,"Griffon",11,80,"small",0.75,2
"Gynosphinx","Wizkids Pre-painted","Icons of the Realms - Monster Menagerie 2",41,,"Sphinx",11,80,"large",2,1
"Harpy","Wizkids Pre-painted","Icons of the Realms - Tyranny of Dragons",39,,"Harpy",11,80,"medium",1,2
"Hippogriff","Wizkids Pre-painted","Icons of the Realms - Monster Menagerie 2",27,,"Hippogriff",11,80,"large",2,1
"Juvenile Kraken","Wizkids Pre-painted","Icons of the Realms - Boneyard",33,,"Kraken",11,,"huge",3,2
"Kamadan","Wizkids Pre-painted","Icons of the Realms - Tomb of Annihilation",27,,"Kamadan",11,80,"large",2,1
"Leucrotta","Wizkids Pre-painted","Icons of the Realms - Volo''s & Mordenkainen''s Foes",28,,"Leucrotta",11,80,"large",2,1
"Medusa","Wizkids Pre-painted","Icons of the Realms - Mythic Odysseys of Theros",16,,"Medusa",11,80,"medium",1,2
"Medusa","Wizkids Pre-painted","Icons of the Realms - Monster Menagerie 1",18,,"Medusa",11,80,"medium",1,1
"Merrow","Wizkids Pre-painted","Icons of the Realms - Tomb of Annihilation",26,"B","Merrow",11,,"large",2,1
"Mimic (Door)","Wizkids Pre-painted","Icons of the Realms - Fangs & Talons",21,,"Mimic",11,78,"medium",1,3
"Minotaur","Wizkids Pre-painted","Icons of the Realms - Monster Menagerie 1",43,,"Minotaur",11,80,"large",2,1
"Minotaur","Wizkids Pre-painted","Pathfinder Battles - City of Lost Omens",28,,"Minotaur",11,80,"large",2,3
"Minotaur Artillery","Wizkids Pre-painted","Pathfinder Battles - Maze of Death",25,,"Minotaur",11,80,"large",2,1
"Minotaur Fighter","Wizkids Pre-painted","icons of the Realms - Guildmaster''s Guide to Ravnica",46,,"Minotaur",11,80,"medium",1,2
"Minotaur Fighter","Wizkids Pre-painted","Icons of the Realms - Mythic Odysseys of Theros",19,,"Minotaur",11,80,"medium",1,4
"Nyx-Fleece Ram","Wizkids Pre-painted","Icons of the Realms - Mythic Odysseys of Theros",12,,"Nyx Creature",11,,"medium",1,4
"Phase Spider","Wizkids Pre-painted","Icons of the Realms - Monster Menagerie 1",28,,"Phase Spider",11,,"large",2,1
"Piercer","Wizkids Pre-painted","Icons of the Realms - Waterdeep: Dungeon of the Mad Mage",19,,"Piercer",11,,"medium",1,1
"Pterafolk","Wizkids Pre-painted","Icons of the Realms - Tomb of Annihilation",28,,"Pterafolk",11,80,"large",2,1
"Purple Worm","Wizkids Pre-painted","Icons of the Realms - Purple Worm",,,"Purple Worm",11,,"gargantuan",4,1
"Roc","3D Printed Unpainted","Artisan Guild",,,"Roc",11,,"gargantuan",5,1
"Roper","Wizkids Unpainted","Nolzur''s Marvelous Miniatures - Roper",,,"Roper",11,,"large",2,1
"Rust Monster","Wizkids Unpainted","Nolzur''s Marvelous Miniatures - Rust Monster",,,"Rust Monster",11,,"medium",1,1
"Shadow Mastiff","Wizkids Pre-painted","Icons of the Realms - Volo''s & Mordenkainen''s Foes",24,,"Shadow Mastiff",11,,"medium",1,1
"Snowy Owlbear","Wizkids Pre-painted","Icons of the Realms - Icewind Dale: Rime of the Frostmaiden",28,,"Owlbear",11,80,"large",2,1
"Spitting Mimic","Wizkids Pre-painted","Icons of the Realms - Snowbound",27,,"Mimic",11,78,"large",2,2
"Su-Monster","Wizkids Pre-painted","Icons of the Realms - Tomb of Annihilation",11,,"Su-Monster",11,,"medium",1,2
"The Cold Crone","Wizkids Pre-painted","Icons of the Realms - Icewind Dale: Rime of the Frostmaiden",34,,"Auril",11,80,"medium",1,1
"Thought-Render Lamia","Wizkids Pre-painted","Icons of the Realms - Mythic Odysseys of Theros",31,,"Lamia",11,80,"large",2,1
"Torogar Steelfist","Wizkids Pre-painted","Icons of the Realms - Arkhan the Cruel and the Dark Order",3,,"Minotaur",11,80,"large",2,1
"Trapper","Wizkids Pre-painted","Icons of the Realms - Volo''s & Mordenkainen''s Foes",31,,"Trapper",11,,"large",2,1
"Two-Headed Cerberus","Wizkids Pre-painted","Icons of the Realms - Mythic Odysseys of Theros",11,,"Cerberus",11,,"medium",1,4
"Winter Wolf","Wizkids Pre-painted","Icons of the Realms - Icewind Dale: Rime of the Frostmaiden",29,,"Winter Wolf",11,,"large",2,1
"Worg","Wizkids Pre-painted","Icons of the Realms - Monster Menagerie 2",31,,"Worg",11,,"large",2,2
"Yeti Tyke","Wizkids Pre-painted","Icons of the Realms - Icewind Dale: Rime of the Frostmaiden",5,,"Yeti",11,,"small",0.75,1
"Yuna-ti Anathema","Wizkids Pre-painted","Icons of the Realms - Fangs & Talons",31,,"Yuan-ti Anathema",11,79,"huge",3,1
"Zorbo","Wizkids Pre-painted","Icons of the Realms - Tomb of Annihilation",4,,"Zorbo",11,,"small",0.75,2
"Black Pudding","Wizkids Pre-painted","Icons of the Realms - Monster Menagerie 2",25,,"Black Pudding",12,,"large",2,2
"Elder Black Pudding","Wizkids Pre-painted","Icons of the Realms - Boneyard",31,,"Black Pudding",12,,"huge",3,1
"Gelatinous Cube","Wizkids Pre-painted","Icons of the Realms - Monster Menagerie 1",30,,"Gelatinous Cube",12,,"large",2,1
"Gray Ooze","Wizkids Pre-painted","Icons of the Realms - Waterdeep: Dungeon of the Mad Mage",12,,"Gray Ooze",12,,"medium",1,1
"Ochre Jelly","Wizkids Pre-painted","Icons of the Realms - Boneyard",27,,"Ochre Jelly",12,,"large",2,2
"Psychic Gray Ooze","Wizkids Pre-painted","Icons of the Realms - Snowbound",7,,"Psychic Gray Ooze",12,,"medium",1,2
"Awakened Tree","Wizkids Pre-painted","Icons of the Realms - Snowbound",45,,"Tree",13,,"huge",3,1
"Corpse Flower","Wizkids Pre-painted","Icons of the Realms - Eberron: Rising from the Last War",30,,"Corpse Flower",13,,"large",2,2
"Gas Spore","Wizkids Pre-painted","Icons of the Realms - Fangs & Talons",40,,"Gas Spore",13,,"large",2,2
"Mantrap","Wizkids Pre-painted","Icons of the Realms - Tomb of Annihilation",30,,"Mantrap",13,,"large",2,2
"Mushroom Men","Bones Unpainted","Dark Heaven Miniatures - Mushroom Men",1,,"Myconid",13,81,"medium",1,1
"Mushroom Men","Bones Unpainted","Dark Heaven Miniatures - Mushroom Men",2,,"Myconid",13,81,"medium",1,1
"Mushroom Men","Bones Unpainted","Dark Heaven Miniatures - Mushroom Men",3,,"Myconid",13,81,"medium",1,1
"Myconid Adult","Wizkids Pre-painted","Icons of the Realms - Snowbound",9,,"Myconid",13,81,"medium",1,1
"Myconid Adult","Wizkids Unpainted","Nolzur''s Marvelous Miniatures - Myconid Adults",1,,"Myconid",13,81,"medium",1,1
"Myconid Adult","Wizkids Unpainted","Nolzur''s Marvelous Miniatures - Myconid Adults",2,,"Myconid",13,81,"medium",1,1
"Myconid Sprout","Wizkids Pre-painted","Icons of the Realms - Snowbound",17,,"Myconid",13,81,"small",0.75,1
"Needle Blight","Wizkids Pre-painted","Icons of the Realms - Spell Effects Summoned Creatures 1",1,,"Needle Blight",13,,"medium",1,1
"Shambling Mound","Wizkids Pre-painted","Icons of the Realms - Eberron: Rising from the Last War",43,,"Shambling Mound",13,,"large",2,1
"Twig Blight","Wizkids Pre-painted","Icons of the Realms - Fangs & Talons",3,,"Twig Blight",13,,"small",0.75,2
"Vegepygmy","Wizkids Pre-painted","Icons of the Realms - Tomb of Annihilation",3,,"Vegepygmy",13,,"small",0.75,1
"Vegepygmy Chief","Wizkids Pre-painted","Icons of the Realms - Tomb of Annihilation",14,,"Vegepygmy",13,,"small",0.75,1
"Vine Blight","Wizkids Pre-painted","Icons of the Realms - Fangs & Talons",13,,"Vine Blight",13,,"medium",1,2
"Wood Woad","Wizkids Pre-painted","Icons of the Realms - Volo''s & Mordenkainen''s Foes",9,,"Wood Woad",13,,"medium",1,2
"Atropal","Wizkids Pre-painted","Icons of the Realms - Boneyard",45,,"Atropal",14,,"huge",3,1
"Avatar of Death","Wizkids Pre-painted","Icons of the Realms - Boneyard",23,,"Avatar of Death",14,,"medium",1,3
"Banshee","Wizkids Pre-painted","Icons of the Realms - Rage of Demons",23,,"Banshee",14,,"medium",1,1
"Barnabus the Flameskull","Wizkids Pre-painted","Icons of the Realms - Baldur''s Gate: Descent Into Avernus",5,,"Flameskull",14,,"tiny",0.75,8
"Bodak","Wizkids Pre-painted","Icons of the Realms - Volo''s & Mordenkainen''s Foes",1,,"Bodak",14,,"medium",1,3
"Bone Naga","Wizkids Pre-painted","Icons of the Realms - Boneyard",40,,"Skeleton",14,82,"large",2,1
"Boneclaw","Wizkids Pre-painted","Icons of the Realms - Volo''s & Mordenkainen''s Foes",27,,"Boneclaw",14,,"large",2,2
"Coldlight Walker","Wizkids Pre-painted","Icons of the Realms - Snowbound",14,,"Coldlight Walker",14,,"medium",1,1
"Crawling Claw","Wizkids Pre-painted","Icons of the Realms - Boneyard",3,,"Crawling Claw",14,,"tiny",0.75,2
"Death Tyrant","Wizkids Pre-painted","Icons of the Realms - Waterdeep: Dungeon of the Mad Mage",44,,"Beholder",14,,"large",2,1
"Deathlock","Wizkids Pre-painted","Icons of the Realms - Boneyard",22,,"Deathlock",14,,"medium",1,1
"Dread Warrior","Wizkids Pre-painted","Icons of the Realms - Boneyard",8,,"Dread Warrior",14,,"medium",1,2
"Drowned Assassin","Wizkids Pre-painted","Icons of the Realms - Boneyard",11,,"Drowned One",14,,"medium",1,3
"Eidolon Possessed Sacred Statue","Wizkids Pre-painted","Icons of the Realms - Volo''s & Mordenkainen''s Foes",43,,"Eidolon",14,,"large",2,1
"Garmr Style B","3D Printed Unpainted","Cast n Play",,,"Dread Wolf",14,,"huge",3,1
"Garmr Style C","3D Printed Unpainted","Cast n Play",,,"Dread Wolf",14,,"huge",3,1
"Ghast","Wizkids Pre-painted","Icons of the Realms - Boneyard",6,,"Ghast",14,,"medium",1,2
"Ghost","Wizkids Pre-painted","Icons of the Realms - Boneyard",18,,"Ghost",14,,"medium",1,2
"Ghostblade Eidolon","Wizkids Pre-painted","Icons of the Realms - Mythic Odysseys of Theros",18,,"Eidolon",14,,"medium",1,1
"Ghoul","Wizkids Pre-painted","Icons of the Realms - Boneyard",7,,"Ghoul",14,,"medium",1,1
"Hill Giant Skeleton","Wizkids Pre-painted","Icons of the Realms - Boneyard",32,,"Skeleton",14,82,"huge",3,1
"Karrnathi Skeleton","Wizkids Pre-painted","Icons of the Realms - Eberron: Rising from the Last War",15,,"Skeleton",14,82,"medium",1,2
"Karrnathi Skeleton","Wizkids Pre-painted","Icons of the Realms - Eberron: Rising from the Last War",2,,"Skeleton",14,82,"medium",1,2
"Karrnathi Zombie","Wizkids Pre-painted","Icons of the Realms - Eberron: Rising from the Last War",9,,"Zombie",14,83,"medium",1,2
"Kobold Vampire Spawn","Wizkids Pre-painted","Icons of the Realms - Icewind Dale: Rime of the Frostmaiden",13,,"Vampire",14,84,"small",0.75,2
"Lady Vol","Wizkids Pre-painted","Icons of the Realms - Eberron: Rising from the Last War",33,,"Lich",14,,"medium",1,1
"Lich","Wizkids Pre-painted","Icons of the Realms - Boneyard",35,,"Lich",14,,"medium",1,1
"Minotaur Skeleton","Wizkids Pre-painted","Icons of the Realms - Waterdeep: Dungeon of the Mad Mage",32,"A","Skeleton",14,82,"large",2,1
"Minotaur Skeleton","Wizkids Pre-painted","Icons of the Realms - Waterdeep: Dungeon of the Mad Mage",32,"B","Skeleton",14,82,"large",2,2
"Mummy","Wizkids Pre-painted","Icons of the Realms - Monster Menagerie 1",10,,"Mummy",14,85,"medium",1,1
"Mummy","Wizkids Pre-painted","Icons of the Realms - Boneyard",20,,"Mummy",14,85,"medium",1,1
"Mummy Lord","Wizkids Pre-painted","Icons of the Realms - Boneyard",36,,"Mummy",14,85,"medium",1,1
"Ogre Zombie","Wizkids Pre-painted","Icons of the Realms - Boneyard",28,,"Zombie",14,83,"large",2,2
"Phantom Warrior","Wizkids Pre-painted","Icons of the Realms - Boneyard",13,,"Phantom Warrior",14,,"medium",1,2
"Poltergeist","Wizkids Pre-painted","Icons of the Realms - Boneyard",9,,"Poltergeist",14,,"medium",1,1
"Returned Palamnite","Wizkids Pre-painted","Icons of the Realms - Mythic Odysseys of Theros",1,,"Returned",14,,"medium",1,5
"Returned Sentry","Wizkids Pre-painted","Icons of the Realms - Mythic Odysseys of Theros",14,,"Returned",14,,"medium",1,4
"Shadow","Wizkids Pre-painted","Icons of the Realms - Waterdeep: Dungeon of the Mad Mage",10,,"Shadow",14,,"medium",1,2
"Skeletal Alchemist","Wizkids Pre-painted","Icons of the Realms - Fangs & Talons",7,,"Skeleton",14,82,"medium",1,2
"Skeletal Sentinel","Wizkids Pre-painted","Icons of the Realms - Snowbound",5,,"Skeleton",14,82,"medium",1,1
"Skeleton","Wizkids Pre-painted","Icons of the Realms - Tomb of Annihilation",16,"A","Skeleton",14,82,"medium",1,1
"Skeleton","Wizkids Pre-painted","Icons of the Realms - Boneyard",15,,"Skeleton",14,82,"medium",1,1
"Skeleton","Wizkids Pre-painted","Icons of the Realms - Monster Menagerie 1",12,,"Skeleton",14,82,"medium",1,1
"Skeleton","Wizkids Pre-painted","Icons of the Realms - Boneyard",2,,"Skeleton",14,82,"medium",1,1
"Skeleton","Wizkids Pre-painted","Icons of the Realms - Boneyard",5,,"Skeleton",14,82,"small",0.75,1
"Skeleton Key","Wizkids Pre-painted","Icons of the Realms - Tomb of Annihilation",6,"C","Skeleton",14,82,"medium",1,1
"Skull Lord","Wizkids Pre-painted","Icons of the Realms - Volo''s & Mordenkainen''s Foes",21,"A","Skull Lord",14,,"medium",1,1
"Spawn of Kyuss","Wizkids Pre-painted","Icons of the Realms - Boneyard",10,,"Zombie",14,83,"medium",1,1
"Specter","Wizkids Pre-painted","Icons of the Realms - Monster Menagerie 1",7,,"Specter",14,,"medium",1,2
"Specter","Wizkids Pre-painted","Icons of the Realms - Boneyard",16,,"Specter",14,,"medium",1,1
"Strahd Zombie","Wizkids Pre-painted","Icons of the Realms - Monster Menagerie 1",8,,"Zombie",14,83,"medium",1,1
"Sword Wraith Warrior","Wizkids Pre-painted","Icons of the Realms - Boneyard",24,,"Sword Wraith Warrior",14,,"medium",1,1
"Undying Councilor","Wizkids Pre-painted","Icons of the Realms - Eberron: Rising from the Last War",34,,"Undying",14,,"medium",1,1
"Undying Soldier","Wizkids Pre-painted","Icons of the Realms - Eberron: Rising from the Last War",12,,"Undying",14,,"medium",1,2
"Valindra Shadowmantle","Wizkids Pre-painted","Icons of the Realms - Tomb of Annihilation",18,,"Lich",14,,"medium",1,2
"Vampire","Wizkids Pre-painted","Icons of the Realms - Monster Menagerie 1",23,,"Vampire",14,84,"medium",1,2
"Vampire Spawn","Wizkids Pre-painted","Icons of the Realms - Boneyard",12,,"Vampire",14,84,"medium",1,1
"Vampire Spawn","Wizkids Pre-painted","Icons of the Realms - Monster Menagerie 3",10,"A","Vampire",14,84,"medium",1,2
"Vampire Spawn","Wizkids Pre-painted","Icons of the Realms - Monster Menagerie 3",10,"B","Vampire",14,84,"medium",1,1
"Vampire Spellcaster","Wizkids Pre-painted","Icons of the Realms - Boneyard",17,,"Vampire",14,84,"medium",1,1
"Vampiric Mist","Wizkids Pre-painted","Icons of the Realms - Fangs & Talons",22,,"Vampire",14,84,"medium",1,2
"Will-O-Wisp","Wizkids Pre-painted","Icons of the Realms - Boneyard",4,,"Will-O-Wisp",14,,"tiny",0.75,3
"Will-O-Wisps","Wizkids Pre-painted","Icons of the Realms - Monster Menagerie 1",3,,"Will-O-Wisp",14,,"tiny",0.75,1
"Wraith","Wizkids Pre-painted","Icons of the Realms - Boneyard",19,,"Wraith",14,,"medium",1,1
"Zombie","Wizkids Pre-painted","Icons of the Realms - Boneyard",1,,"Zombie",14,83,"medium",1,2
"Zombie","Wizkids Pre-painted","Icons of the Realms - Boneyard",14,,"Zombie",14,83,"medium",1,1
"Pile of Rusted Items","Wizkids Unpainted","Nolzur''s Marvelous Miniatures - Rust Monster",,,"Item",15,,"medium",1,1
"Treasure","Wizkids Unpainted","Nolzur''s Marvelous Miniatures - Blue Dragon Wyrmling",,,"Item",15,,"medium",1,1
"Treasure","Wizkids Unpainted","Nolzur''s Marvelous Miniatures - Gold Dragon Wyrmling & Half Eaten Treasure Pile",,,"Item",15,,"medium",1,1
"Treasure","Wizkids Unpainted","Nolzur''s Marvelous Miniatures - Bronze Dragon Wyrmling & Pile of Sea Found Treasure",,,"Item",15,,"medium",1,1
"Treasure","Wizkids Unpainted","Nolzur''s Marvelous Miniatures - Red Dragon Wyrmling",,,"Item",15,,"medium",1,1
"Arcane Eye","Wizkids Pre-painted","Icons of the Realms - Spell Effects: Mighty Conjurations",7,,"Spell",16,,"small",0.75,1
"Arcane Gate","Wizkids Pre-painted","Icons of the Realms - Spell Effects: Arcane Fury & Divine Might",,,"Spell",16,,"large",2,1
"Bigby''s Clenched Fist","Wizkids Pre-painted","Icons of the Realms - Spell Effects: Arcane Fury & Divine Might",3,"A","Spell",16,,"medium",1,1
"Bigby''s Forceful/Interposing Hand","Wizkids Pre-painted","Icons of the Realms - Spell Effects: Arcane Fury & Divine Might",3,"B","Spell",16,,"medium",1,1
"Bigby''s Grasping Hand","Wizkids Pre-painted","Icons of the Realms - Spell Effects: Arcane Fury & Divine Might",3,"C","Spell",16,,"medium",1,1
"Bones of the Earth","Wizkids Pre-painted","Icons of the Realms - Spell Effects: Mighty Conjurations",,,"Spell",16,,"medium",1,6
"Cloud of Daggers","Wizkids Pre-painted","Icons of the Realms - Spell Effects: Arcane Fury & Divine Might",4,,"Spell",16,,"medium",1,1
"Create Bonfire","Wizkids Pre-painted","Icons of the Realms - Spell Effects: Mighty Conjurations",,,"Spell",16,,"medium",1,1
"Dancing Lights","Wizkids Pre-painted","Icons of the Realms - Spell Effects: Arcane Fury & Divine Might",6,,"Spell",16,,"medium",1,1
"Dancing Lights","Wizkids Pre-painted","Icons of the Realms - Spell Effects: Mighty Conjurations",10,,"Spell",16,,"tiny",0.75,4
"Elemental Weapon Acid","Wizkids Pre-painted","Icons of the Realms - Spell Effects: Arcane Fury & Divine Might",7,"B","Spell",16,,"small",0.75,1
"Elemental Weapon Cold","Wizkids Pre-painted","Icons of the Realms - Spell Effects: Arcane Fury & Divine Might",7,"A","Spell",16,,"small",0.75,1
"Elemental Weapon Fire","Wizkids Pre-painted","Icons of the Realms - Spell Effects: Arcane Fury & Divine Might",7,"C","Spell",16,,"small",0.75,1
"Elemental Weapon Lightning","Wizkids Pre-painted","Icons of the Realms - Spell Effects: Arcane Fury & Divine Might",7,"D","Spell",16,,"small",0.75,1
"Flaming Sphere","Wizkids Pre-painted","Icons of the Realms - Spell Effects: Mighty Conjurations",1,,"Spell",16,,"medium",1,1
"Forcecage (Box)","Wizkids Pre-painted","Icons of the Realms - Spell Effects: Mighty Conjurations",,,"Spell",16,,"large",2,1
"Grasping Vine","Wizkids Pre-painted","Icons of the Realms - Spell Effects: Arcane Fury & Divine Might",9,,"Spell",16,,"medium",1,1
"Guardian of Faith","Wizkids Pre-painted","Icons of the Realms - Spell Effects: Mighty Conjurations",8,,"Spell",16,,"large",2,1
"Healing Spirit (Beast)","Wizkids Pre-painted","Icons of the Realms - Spell Effects: Mighty Conjurations",3,,"Spell",16,,"small",0.75,1
"Healing Spirit (Fey)","Wizkids Pre-painted","Icons of the Realms - Spell Effects: Mighty Conjurations",4,,"Spell",16,,"small",0.75,1
"Leomund''s Secret Chest","Wizkids Pre-painted","Icons of the Realms - Spell Effects: Mighty Conjurations",,,"Spell",16,,"medium",1,1
"Leomund''s Tiny Hut","Wizkids Pre-painted","Icons of the Realms - Spell Effects: Mighty Conjurations",,,"Spell",16,,"gargantuan",4,1
"Mage Hand","Wizkids Pre-painted","Icons of the Realms - Spell Effects: Arcane Fury & Divine Might",5,,"Spell",16,,"small",0.75,1
"Maximilian''s Earthen Grasp","Wizkids Pre-painted","Icons of the Realms - Spell Effects: Mighty Conjurations",5,,"Spell",16,,"medium",1,1
"Mordenkainen''s Faithful Hound","Wizkids Pre-painted","Icons of the Realms - Spell Effects: Mighty Conjurations",11,,"Spell",16,,"medium",1,1
"Mordenkainen''s Sword","Wizkids Pre-painted","Icons of the Realms - Spell Effects: Mighty Conjurations",6,,"Spell",16,,"small",0.75,1
"Phantom Steed","Wizkids Pre-painted","Icons of the Realms - Spell Effects: Arcane Fury & Divine Might",10,,"Spell",16,,"large",2,1
"Rope Trick","Wizkids Pre-painted","Icons of the Realms - Spell Effects: Mighty Conjurations",,,"Spell",16,,"medium",1,1
"Spiritual Weapon Mace","Wizkids Pre-painted","Icons of the Realms - Spell Effects: Arcane Fury & Divine Might",11,"A","Spell",16,,"medium",1,1
"Spiritual Weapon Warhammer","Wizkids Pre-painted","Icons of the Realms - Spell Effects: Arcane Fury & Divine Might",11,"B","Spell",16,,"medium",1,1
"Tenser''s Floating Disc","Wizkids Pre-painted","Icons of the Realms - Spell Effects: Arcane Fury & Divine Might",2,,"Spell",16,,"medium",1,1
"Unseen Servant","Wizkids Pre-painted","Icons of the Realms - Spell Effects: Arcane Fury & Divine Might",8,,"Spell",16,,"medium",1,1
"Wall of Fire","Wizkids Pre-painted","Icons of the Realms - Spell Effects Wall of Fire & Wall of Ice",,,"Spell",16,,"large",2,6
"Wall of Ice","Wizkids Pre-painted","Icons of the Realms - Spell Effects Wall of Fire & Wall of Ice",,,"Spell",16,,"large",2,6
